0,0,1,0,1,0.975269773,0.943896797,1,1.016454926,0.05383466,0.538784225,2.856812857,0.018361509,27,0,48.26048479,2.016421777,0,33.98406831,8.200811876,5.626621372,46.97306771,3.01229906,0,0,0,24,1.981723209,0,0,0,0,0,  Other
0,0,1,0,1,0.918040711,-0.932516068,1,1.062934612,0.019112134,6.426528748,6.834110268,0.023765236,39,0,56.69690007,2.266832431,0,51.90886106,6.39914168,3.445106039,60.90542657,2.0190632,0,1,0,24,1.970708781,0,0,1,0,0,  Other
0,0,1,1,0,0.845973503,0.978437821,1,0.041228987,0.021700817,23.5508284,16.58357547,0.034713077,34,0,53.21778191,1.113592862,0,46.28275831,6.317696581,3.175124286,54.98708663,2.9410681,0,1,0,24,0.80230199,0,0,1,0,0,  Other
1,0,1,1,0,0.964310255,0.975053009,1,0.043491907,1.018919057,25.56384253,29.12194622,0.205326937,0,39,93.60015386,0.11686275,0,34.04058399,37.50912196,6.571443585,87.65152218,6.007162793,0,1,55,0,2.121608911,0,0,1,0,0,  Wire
0,0,1,0,1,0.977694939,-0.977060519,1,0.038345856,1.043868461,11.33050584,12.02742576,0.40551382,0,32,64.06499321,0.045335444,0,53.94079107,7.260465024,3.627013294,62.97948839,1.999728935,0,0,33,0,1.984736141,0,0,0,1,0,  Wire
0,0,1,1,0,-0.9618888,-0.919741625,1,0.029291354,1.922703284,10.76485709,21.37518135,0.993693185,45,0,53.84097516,1.084251119,0,48.76815842,6.17401945,4.265565636,54.9760206,2.976635929,0,1,0,13,1.989901731,0,0,1,0,0,  Other
0,0,1,0,0,0.967921859,-0.95701571,1,0.044213204,0.020255066,7.415232753,14.52887586,0.004414872,21,0,36.85666939,0.031847706,0,30.93387872,5.376474483,1.854244253,35.967478,1.007249614,0,0,0,16,0.991165085,0,0,1,0,0,  Wire
0,0,1,1,0,0.977708193,0.933328145,1,0.102986681,0.013235612,27.29889833,26.68358994,0.012113868,0,39,92.20232493,1.044917797,0,91.65098476,1.27151127,2.98238359,92.9720367,1.006764181,0,0,55,0,0.991895855,0,0,0,1,0,  Text
0,0,1,1,0,-0.814980871,-0.900294914,1,0.982415055,0.004810432,7.882457723,15.08360661,0.012832916,0,14,48.11196914,0.072862237,0,38.9724687,6.477113198,3.081253531,47.97969499,1.252060631,0,1,36,0,1.002662697,0,0,1,0,0,  Wire
0,0,1,1,0,-0.971968733,0.973534431,1,0.144653232,0.99793979,10.3704527,9.322405925,1.037244516,0,22,57.50110598,1.093883839,0,50.66633603,6.434082727,2.377274561,58.02147509,3.796025239,1,4,41,0,2.011041918,0,0,0,1,0,  Other
