0.63688092,0.85299864,2.150579242,-0.173413259,1.09173218,2.104913388,1.1247802,0.10738228,0.516632323,0.326076307,0.548563436,1,0.1,0,0,0.2,0,0,  Other
0.497462457,0.914163401,1.365787575,-0.718536285,0.718536285,0.435031082,0.978656425,0.136832274,0.250629371,0.30463003,0.067607424,1,0,0,0,0,0,0,  Other
0.485543558,1.009950143,2.496644981,0.108389709,0.479624058,0.539477999,0.681014735,0.160157609,0.061181741,1.185902519,0.069749238,0,0,0.1,0,0.1,0,0,  Other
4.694892349,2.948302954,7.86738119,-0.188464538,0.212275415,0.234835521,0.381405837,0.520555536,9.090101935,0.241942952,3.157474866,0,0,0.2,0,0,0.1,0,  Wire
0.411475858,0.554874856,0.882992817,-1.627825436,1.627825436,1.416449097,2.016919086,0.499721733,0.097062484,0.152034007,0.02731973,1,0.2,0.1,0.2,0.3,0.3,0,  Wire
0.701478265,0.820884071,2.089465993,0.397107987,0.402148937,0.392814565,0.655099462,0.047074806,0.325999245,1.35504252,0.486138334,0,0,0.2,0,0.3,0,1,  Other
0.325423297,0.879022678,1.899851618,0.328078335,0.457467933,0.431104321,0.702909267,0.247413878,0.571553298,0.044325109,0.011911477,0,0,0,0.1,0,0.4,0,  Wire
0.291163288,1.700458482,2.738646079,0,0,0,0,0.586032185,0.009732443,0.772017966,0.010787168,0,0,0,0.2,0,0,0,  Text
0.743239319,0.696614382,1.574719673,0.218641622,1.582303881,2.358391341,2.340485222,0.059484432,0.98271995,0.425467983,0.26969726,0,0,0.1,0.2,0.1,0,0,  Wire
0.287891201,2.06740527,2.895531036,-0.012312368,0.03531092,0.003724195,0.114941655,0.02877502,0.573646276,0.227626424,0.082419002,0,0,0.5,0,0,0,0,  Other
1.771258742,1.728407557,3.945719551,-0.406833447,1.334750061,1.081053684,3.498302344,0.043492971,3.086993458,1.451950207,2.720887825,0,0.1,0,0.1,0.1,0.1,0,  Wire
0.933243599,0.908917275,2.312067038,0.321104046,0.327590742,0.162938131,0.609176432,0.043257108,0.801398867,1.077875796,0.741422448,0,0,0.1,0.1,0.1,0,0,  Other
0.862671585,0.84871428,1.694116382,-0.227755925,1.274503993,1.201878608,2.314560802,0.165268092,0.416096915,0.535374611,0.142391922,0,0,0,0,0.1,0,0,  Text
1.254185216,1.395494803,2.649436279,0.809372474,0.950002094,1.39253881,1.460346717,0.059549288,1.141386131,1.133330632,0.775823801,0,0.1,0.2,0,0,0.2,0,  Other
1.099699782,0.948553247,1.682415344,0.292829737,1.102093572,1.54700865,1.674151787,0.158471986,0.347773402,0.916485503,0.17921778,0,0,0.1,0,0,0,0,  Text
1.924617769,1.179226315,2.719861656,0.199888581,0.766564466,0.703233619,1.453921162,0.096038377,1.283251638,1.826606077,1.89257249,1,0,0,0,0.4,0,0,  Other
0.271894038,0.700340503,1.813441255,0.095902247,0.100300461,0.055545579,0.211459939,0.054173302,0.140759702,0.443510777,0.181184297,0,0,0.3,0,0.1,0,1,  Other
0.206407758,1.483177256,2.714162599,0.036136547,0.0545029,0.021062446,0.114272723,0.467504307,0.008954476,0.487067691,0.002928836,0,0,0.2,0,0,0,1,  Text
0.214499463,0.623229283,2.475710885,-0.398326935,0.412166191,0.971627721,0.386006973,0.087181963,0.047224142,0.526867628,0.015593432,0,0.1,0.3,0,0.1,0,1,  Other
